old_url,native_url,match_via,nid,source_file,status,notes
/node/1615,/president-bush-and-chancellor-kohl-discuss-eastern-europe/,node,1615,sources/president-bush-and-chancellor-kohl-discuss-eastern-europe.md,matched,
/node/1616,/joint-news-conference-following-discussions-chancellor-helmut-kohl-federal-republic-germany/,node,1616,sources/joint-news-conference-following-discussions-chancellor-helmut-kohl-federal-republic-germany.md,matched,
/node/1617,/chancellor-kohl-describes-opening-german-border/,node,1617,sources/chancellor-kohl-describes-opening-german-border.md,matched,
/node/1618,/chancellor-kohl-and-president-bush-discuss-influx-east-germans-and-kohls-meeting-michael-gorbachev/,node,1618,sources/chancellor-kohl-and-president-bush-discuss-influx-east-germans-and-kohls-meeting-michael-gorbachev.md,matched,
/node/1619,/president-bush-comments-relaxation-east-german-border-controls/,node,1619,sources/president-bush-comments-relaxation-east-german-border-controls.md,matched,
/node/162,/great-heroism-nineteenth-century/,node,162,sources/great-heroism-nineteenth-century.md,matched,
/node/1620,/president-bush-grants-hungary-most-favored-nation-trade-status/,node,1620,sources/president-bush-grants-hungary-most-favored-nation-trade-status.md,matched,
/node/1621,/president-bushs-remarks-symposium-eastern-europe/,node,1621,sources/president-bushs-remarks-symposium-eastern-europe.md,matched,
/node/1622,/president-bushs-remarks-solidarity-workers-monument/,node,1622,sources/president-bushs-remarks-solidarity-workers-monument.md,matched,
/node/1623,/president-bush-and-chancellor-kohl-make-remarks-german-unification/,node,1623,sources/president-bush-and-chancellor-kohl-make-remarks-german-unification.md,matched,
/node/1624,/president-bush-welcomes-vaclav-havel-white-house/,node,1624,sources/president-bush-welcomes-vaclav-havel-white-house.md,matched,
/node/1625,/joint-press-conference-president-bush-and-chairman-gorbachev-malta-summit/,node,1625,sources/joint-press-conference-president-bush-and-chairman-gorbachev-malta-summit.md,matched,
/node/1626,/remarks-celebrating-reunification-germany/,node,1626,sources/remarks-celebrating-reunification-germany.md,matched,
/node/1627,/appealing-college-students-hungary/,node,1627,sources/appealing-college-students-hungary.md,matched,
/node/1628,/women-and-stalinism-newspaper-daily-life/,node,1628,sources/women-and-stalinism-newspaper-daily-life.md,matched,
/node/1629,/women-and-stalinism-newspaper-womens-education/,node,1629,sources/women-and-stalinism-newspaper-womens-education.md,matched,
/node/163,/great-man/,node,163,sources/great-man.md,matched,
/node/1630,/women-and-stalinism-newspaper-womens-activism/,node,1630,sources/women-and-stalinism-newspaper-womens-activism.md,matched,
/node/1631,/cultural-contact-southern-africa-will-laurens-verbrugge-and-beletje-frederikszoon/,node,1631,sources/cultural-contact-southern-africa-will-laurens-verbrugge-and-beletje-frederikszoon.md,matched,
/node/1632,/cultural-contact-southern-africa-law-alcohol-sale/,node,1632,sources/cultural-contact-southern-africa-law-alcohol-sale.md,matched,
/node/1633,/cultural-contact-southern-africa-law-slave-women-and-children/,node,1633,sources/cultural-contact-southern-africa-law-slave-women-and-children.md,matched,
/node/1634,/early-modern-period-fiction-gargantua-and-pantagruel/,node,1634,sources/early-modern-period-fiction-gargantua-and-pantagruel.md,matched,
/node/1635,/early-modern-period-nonfiction-confucian-doctrine/,node,1635,sources/early-modern-period-nonfiction-confucian-doctrine.md,matched,
/node/1636,/early-modern-period-petition-ming-china/,node,1636,sources/early-modern-period-petition-ming-china.md,matched,
/node/1637,/early-modern-period-nonfiction-jesuit-relations/,node,1637,sources/early-modern-period-nonfiction-jesuit-relations.md,matched,
/node/1638,/early-modern-period-autobiography-bahina-bai/,node,1638,sources/early-modern-period-autobiography-bahina-bai.md,matched,
/node/1639,/early-modern-period-autobiography-gluckel-hameln/,node,1639,sources/early-modern-period-autobiography-gluckel-hameln.md,matched,
/node/164,/little-cartesian-devil/,node,164,sources/little-cartesian-devil.md,matched,
/node/1640,/sati-letter-francois-bernier/,node,1640,sources/sati-letter-francois-bernier.md,matched,
/node/1641,/british-empire-letter-mary-moffat/,node,1641,sources/british-empire-letter-mary-moffat.md,matched,
/node/1642,/british-empire-autobiography-mary-seacole/,node,1642,sources/british-empire-autobiography-mary-seacole.md,matched,
/node/1643,/british-empire-travel-narrative-mary-kingsley/,node,1643,sources/british-empire-travel-narrative-mary-kingsley.md,matched,
/node/1644,/british-empire-fiction-nervous-conditions/,node,1644,sources/british-empire-fiction-nervous-conditions.md,matched,
/node/1645,/british-empire-fiction-indian-tales-great-ones/,node,1645,sources/british-empire-fiction-indian-tales-great-ones.md,matched,
/node/1646,/british-empire-autobiography-head-above-water/,node,1646,sources/british-empire-autobiography-head-above-water.md,matched,
/node/1647,/divorce-soviet-union-0/,node,1647,sources/divorce-soviet-union-0.md,matched,
/node/1648,/child-re-enacting-krishna-story/,node,1648,sources/child-re-enacting-krishna-story.md,matched,
/node/1649,/gender-and-health-latin-america-committee-hearing-sterilization-peru/,node,1649,sources/gender-and-health-latin-america-committee-hearing-sterilization-peru.md,matched,
/node/165,/song-end-whole-world-now-chases-him/,node,165,sources/song-end-whole-world-now-chases-him.md,matched,
/node/1650,/gender-and-health-latin-america-newspaper-domestic-violence-brazil/,node,1650,sources/gender-and-health-latin-america-newspaper-domestic-violence-brazil.md,matched,
/node/1651,/gender-and-health-latin-america-law-maternity-leave-cuba/,node,1651,sources/gender-and-health-latin-america-law-maternity-leave-cuba.md,matched,
/node/1652,/gender-and-health-latin-america-interview-abortion-rights-chile/,node,1652,sources/gender-and-health-latin-america-interview-abortion-rights-chile.md,matched,
/node/1653,/gender-and-health-latin-america-personal-account-prostitution-mexico/,node,1653,sources/gender-and-health-latin-america-personal-account-prostitution-mexico.md,matched,
/node/1654,/czechoslovak-anti-charter-1977/,node,1654,sources/czechoslovak-anti-charter-1977.md,matched,
/node/1655,/president-bushs-remarks-polish-national-assembly/,node,1655,sources/president-bushs-remarks-polish-national-assembly.md,matched,
/node/1656,/statement-press-secretary-fitzwater-economic-assistance-poland-and-hungary/,node,1656,sources/statement-press-secretary-fitzwater-economic-assistance-poland-and-hungary.md,matched,
/node/1657,/president-bushs-statement-anniversary-berlin-wall/,node,1657,sources/president-bushs-statement-anniversary-berlin-wall.md,matched,
/node/1658,/president-bush-and-prime-minister-tadeusz-mazowiecki-poland-trade-toasts/,node,1658,sources/president-bush-and-prime-minister-tadeusz-mazowiecki-poland-trade-toasts.md,matched,
/node/1659,/nato-statement-future-east-west-relations/,node,1659,sources/nato-statement-future-east-west-relations.md,matched,
/node/166,/my-dear-son-napoleon-child-devil/,node,166,sources/my-dear-son-napoleon-child-devil.md,matched,
/node/1660,/nato-celebrates-german-reunification/,node,1660,sources/nato-celebrates-german-reunification.md,matched,
/node/1661,/nato-statement-its-role-reshaping-east-west-relations/,node,1661,sources/nato-statement-its-role-reshaping-east-west-relations.md,matched,
/node/1662,/nato-speech-establishment-german-unity/,node,1662,sources/nato-speech-establishment-german-unity.md,matched,
/node/1663,/nato-statement-achieving-stability-europe/,node,1663,sources/nato-statement-achieving-stability-europe.md,matched,
/node/1664,/president-reagan-discusses-soviet-violations-arms-control-agreements-prime-minister-margaret/,node,1664,sources/president-reagan-discusses-soviet-violations-arms-control-agreements-prime-minister-margaret.md,matched,
/node/1665,/president-reagan-addresses-congress-following-us-soviet-summit-geneva/,node,1665,sources/president-reagan-addresses-congress-following-us-soviet-summit-geneva.md,matched,
/node/1666,/president-reagan-discusses-his-meetings-mikhail-gorbachev-iceland/,node,1666,sources/president-reagan-discusses-his-meetings-mikhail-gorbachev-iceland.md,matched,
/node/1667,/president-reagan-discusses-summit-meeting-mikhail-gorbachev-1987/,node,1667,sources/president-reagan-discusses-summit-meeting-mikhail-gorbachev-1987.md,matched,
/node/1668,/president-reagan-discusses-crisis-poland/,node,1668,sources/president-reagan-discusses-crisis-poland.md,matched,
/node/1669,/president-reagan-proposes-missile-defense-system/,node,1669,sources/president-reagan-proposes-missile-defense-system.md,matched,
/node/167,/day-10-august-1792/,node,167,sources/day-10-august-1792.md,matched,
/node/1670,/president-reagan-answers-questions-about-iceland-summit/,node,1670,sources/president-reagan-answers-questions-about-iceland-summit.md,matched,
/node/1671,/us-support-perestroika/,node,1671,sources/us-support-perestroika.md,matched,
/node/1672,/president-reagans-radio-address-soviet-union-geneva-summit/,node,1672,sources/president-reagans-radio-address-soviet-union-geneva-summit.md,matched,
/node/1673,/gender-and-health-latin-america-interview-reproductive-rights-brazil/,node,1673,sources/gender-and-health-latin-america-interview-reproductive-rights-brazil.md,matched,
/node/1674,/gender-and-health-latin-america-interview-violence-against-women-uruguay/,node,1674,sources/gender-and-health-latin-america-interview-violence-against-women-uruguay.md,matched,
/node/1675,/gender-and-health-latin-america-personal-account-education-honduras/,node,1675,sources/gender-and-health-latin-america-personal-account-education-honduras.md,matched,
/node/1676,/puerto-rican-labor-movement-magazine-eleanor-roosevelt/,node,1676,sources/puerto-rican-labor-movement-magazine-eleanor-roosevelt.md,matched,
/node/1677,/puerto-rican-labor-movement-newspaper-needle-worker-strike/,node,1677,sources/puerto-rican-labor-movement-newspaper-needle-worker-strike.md,matched,
/node/1679,/writers-heian-era-diary-sei-shonagon-1/,node,1679,sources/writers-heian-era-diary-sei-shonagon-1.md,matched,
/node/168,/20-june-1791-anonymous-drawing/,node,168,sources/20-june-1791-anonymous-drawing.md,matched,
/node/1680,/writers-heian-era-diary-sei-shonagon-2/,node,1680,sources/writers-heian-era-diary-sei-shonagon-2.md,matched,
/node/1681,/writers-heian-era-diary-sei-shonagon-3/,node,1681,sources/writers-heian-era-diary-sei-shonagon-3.md,matched,
/node/1682,/writers-heian-era-diary-sei-shonagon-4/,node,1682,sources/writers-heian-era-diary-sei-shonagon-4.md,matched,
/node/1683,/writers-heian-era-fiction-tale-genji-1/,node,1683,sources/writers-heian-era-fiction-tale-genji-1.md,matched,
/node/1684,/writers-heian-era-diary-lady-sarashina/,node,1684,sources/writers-heian-era-diary-lady-sarashina.md,matched,
/node/1685,/peace-afghanistan/,node,1685,sources/peace-afghanistan.md,matched,
/node/1686,/president-reagans-evil-empire-speech-national-association-evangelicals/,node,1686,sources/president-reagans-evil-empire-speech-national-association-evangelicals.md,matched,
/node/1687,/president-reagans-remarks-brandenburg-gate/,node,1687,sources/president-reagans-remarks-brandenburg-gate.md,matched,
/node/1688,/continuing-arms-reduction-after-inf-treaty/,node,1688,sources/continuing-arms-reduction-after-inf-treaty.md,matched,
/node/1689,/reagans-support-human-rights/,node,1689,sources/reagans-support-human-rights.md,matched,
/node/169,/democrat-or-reason-and-philosophy/,node,169,sources/democrat-or-reason-and-philosophy.md,matched,
/node/1690,/hungarys-prime-minister-discusses-future/,node,1690,sources/hungarys-prime-minister-discusses-future.md,matched,
/node/1691,/prime-minister-thatchers-press-conference-moscow/,node,1691,sources/prime-minister-thatchers-press-conference-moscow.md,matched,
/node/1692,/margaret-thatcher-discusses-fall-berlin-wall/,node,1692,sources/margaret-thatcher-discusses-fall-berlin-wall.md,matched,
/node/1693,/margaret-thatcher-toasts-vaclav-havel/,node,1693,sources/margaret-thatcher-toasts-vaclav-havel.md,matched,
